cluster_membership,lat_round,lon_round,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
14,41.853,-72.452,11,13,17,6,3,15,2,0,0,1,6,15,11,17,15,8
14,41.853,-72.452,11,16,16,9,7,15,13,0,3,16,16,5,14,18,14,8
14,41.854,-72.452,11,16,16,9,7,2,10,17,6,13,7,18,14,18,14,8
14,41.854,-72.452,11,16,16,16,7,2,10,17,6,15,13,7,9,10,10,8
14,41.854,-72.452,11,16,16,9,4,2,10,2,10,13,7,18,14,18,14,8
13,41.706,-72.607,11,10,4,16,18,14,17,12,2,15,13,10,8,3,1,4
13,41.706,-72.607,11,0,14,2,4,14,17,17,14,10,13,10,0,18,17,4
13,41.706,-72.607,11,10,14,2,4,14,17,17,6,15,13,16,9,14,4,4
13,41.706,-72.607,11,0,19,16,3,15,2,0,0,14,15,11,11,17,15,4
13,41.706,-72.607,11,10,4,16,1,15,2,0,0,1,15,5,3,9,2,4
13,41.706,-72.607,11,0,4,16,1,15,2,0,0,16,16,15,11,18,14,4
2,41.668,-73.02,14,14,7,12,17,9,9,3,19,4,10,2,8,3,1,12
2,41.668,-73.02,14,14,11,17,8,1,19,6,19,4,0,2,13,1,11,12
2,41.668,-73.02,14,14,7,17,17,9,9,3,2,19,19,16,4,10,10,12
2,41.668,-73.021,14,14,7,2,17,9,17,12,14,17,0,10,8,3,1,12
2,41.668,-73.021,14,14,11,4,8,1,19,3,2,19,19,16,8,10,10,12
2,41.668,-73.021,14,14,7,17,6,1,19,6,19,17,0,2,13,1,11,12
18,42.023,-71.949,13,9,10,11,14,7,13,16,3,16,16,18,14,18,2,0
18,42.023,-71.949,13,9,10,11,14,7,13,16,10,16,7,18,14,18,14,0
18,42.023,-71.949,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
19,41.926,-72.252,18,13,17,9,7,2,13,2,10,16,16,18,14,18,2,8
19,41.926,-72.252,18,13,17,9,7,7,13,2,10,13,7,18,14,17,14,8
19,41.926,-72.252,18,13,17,6,14,11,3,16,3,16,16,5,3,9,2,8
1,41.817,-72.971,7,7,7,2,18,14,17,8,9,10,0,10,8,3,18,5
1,41.817,-72.971,7,7,7,12,17,14,17,17,2,15,13,16,9,14,10,5
14,41.821,-72.5,11,13,17,6,7,2,2,2,9,1,6,1,0,0,6,8
14,41.821,-72.5,11,16,16,9,7,2,2,8,9,10,17,1,0,14,6,8
14,41.821,-72.5,11,13,17,6,7,15,2,0,0,1,6,15,0,0,6,8
19,42.029,-72.14,18,13,17,6,7,7,13,2,3,16,16,5,14,18,2,0
19,42.029,-72.14,18,13,17,6,7,7,13,16,3,16,16,18,14,18,14,0
19,42.029,-72.14,18,13,17,11,14,7,13,16,3,16,16,5,14,18,14,0
14,41.931,-72.686,10,16,16,9,4,2,10,2,10,13,7,7,9,14,4,9
14,41.931,-72.686,10,16,16,6,7,7,13,2,10,13,7,18,3,18,14,9
14,41.931,-72.686,10,16,16,2,4,14,17,17,6,15,13,7,4,10,10,9
14,41.931,-72.686,10,16,16,9,7,2,10,2,10,13,7,18,0,0,14,9
14,41.931,-72.686,10,10,16,9,4,2,10,17,10,13,7,1,0,0,6,9
14,41.931,-72.686,10,16,7,12,4,9,9,3,2,15,13,7,9,18,14,9
14,41.93,-72.629,10,16,16,2,4,14,9,17,2,15,19,16,4,10,10,9
14,41.93,-72.629,10,16,16,9,7,7,13,2,10,13,16,18,14,18,14,9
14,41.93,-72.629,10,16,16,9,4,14,10,17,6,15,13,7,9,14,6,9
8,41.8,-72.661,1,10,14,2,18,14,17,2,10,13,7,1,0,0,6,4
8,41.8,-72.661,1,10,14,2,4,14,17,8,10,13,7,18,0,18,14,4
8,41.8,-72.661,1,10,14,2,4,2,2,2,10,13,7,7,14,18,14,4
8,41.768,-72.687,1,10,14,2,17,9,9,3,2,19,13,16,9,14,4,4
8,41.768,-72.687,1,10,14,2,4,14,17,17,6,15,13,7,9,14,4,4
8,41.768,-72.687,1,10,14,2,18,14,17,8,9,10,13,18,0,0,6,4
8,41.768,-72.687,1,10,14,16,4,6,17,8,6,13,7,1,9,18,14,4
8,41.768,-72.687,1,0,4,16,18,14,17,12,14,10,13,7,8,0,17,4
8,41.768,-72.687,1,10,14,16,1,6,2,8,9,10,17,1,15,11,18,4
8,41.769,-72.663,1,10,14,9,7,2,10,17,6,15,13,7,4,10,4,4
8,41.769,-72.663,1,10,14,2,18,14,17,8,9,10,17,1,0,0,6,4
8,41.769,-72.663,1,10,14,2,4,14,17,17,14,17,0,1,0,14,4,4
8,41.769,-72.663,1,10,14,2,4,14,17,17,6,15,19,16,4,10,4,4
8,41.769,-72.663,1,0,17,6,3,7,13,0,0,16,16,18,14,9,2,4
8,41.769,-72.663,1,10,14,2,4,14,17,3,14,10,17,1,0,0,17,4
13,41.693,-72.547,11,0,14,16,1,14,17,12,14,10,17,1,11,17,17,4
13,41.693,-72.547,11,0,4,16,4,14,17,3,2,19,19,16,4,14,4,4
13,41.693,-72.547,11,0,5,6,3,8,6,11,0,14,15,11,11,17,17,4
2,41.699,-72.891,14,7,7,12,17,14,17,17,6,15,13,7,9,14,14,18
2,41.699,-72.891,14,10,14,2,18,14,17,17,6,15,13,7,8,3,1,18
2,41.699,-72.891,14,14,1,17,8,1,19,6,19,4,10,13,18,13,0,18
2,41.699,-72.891,14,14,1,17,6,18,5,12,14,17,0,10,8,3,1,18
2,41.699,-72.891,14,10,14,2,17,14,17,12,14,15,19,10,4,3,4,18
2,41.699,-72.89,14,7,7,12,17,9,9,3,2,17,13,10,8,3,4,18
2,41.673,-72.91,14,14,1,17,6,18,5,3,19,4,10,16,4,3,1,18
2,41.673,-72.91,14,3,1,18,1,6,0,8,9,10,17,1,12,11,17,18
2,41.673,-72.91,14,14,1,17,8,1,19,6,19,4,10,10,8,3,1,18
2,41.673,-72.911,14,14,7,12,18,14,17,17,2,19,19,16,4,10,10,18
2,41.673,-72.911,14,14,7,17,18,18,5,3,2,19,19,2,13,1,11,18
2,41.673,-72.911,14,14,7,12,18,2,17,17,6,15,13,7,9,14,4,18
14,42.016,-72.529,10,16,16,9,4,14,10,17,6,15,19,16,9,14,4,9
14,42.016,-72.529,10,16,16,9,7,2,10,2,10,13,6,18,14,18,6,9
14,42.016,-72.529,10,16,16,9,4,14,9,3,6,15,13,7,9,14,4,9
8,41.718,-72.769,1,10,14,2,18,14,17,3,2,19,19,16,4,10,4,10
15,41.718,-72.769,1,10,14,16,1,6,2,8,9,10,17,1,0,0,17,10
15,41.718,-72.769,1,10,14,2,18,18,17,12,9,10,17,1,0,0,6,10
8,41.718,-72.769,1,10,14,2,4,14,17,8,9,1,6,15,11,17,17,10
15,41.718,-72.769,1,10,7,12,4,14,17,17,6,15,19,16,4,10,4,10
15,41.718,-72.769,1,10,14,2,18,9,9,3,2,15,19,16,4,10,10,10
19,41.891,-72.289,18,13,17,6,7,2,13,2,3,16,16,18,14,18,14,8
19,41.891,-72.289,18,13,17,6,3,11,3,16,3,16,16,18,3,9,14,8
19,41.891,-72.289,18,13,17,6,7,7,13,2,3,16,16,5,3,9,2,8
19,41.799,-72.332,18,13,17,6,7,2,13,2,10,16,6,15,14,17,17,8
19,41.799,-72.332,18,13,17,16,1,2,17,2,10,13,13,7,9,14,4,8
19,41.799,-72.332,18,13,17,6,7,2,10,2,6,13,13,7,9,14,14,8
8,41.78,-72.689,1,10,14,2,4,14,17,17,6,10,7,1,0,0,6,4
8,41.78,-72.689,1,0,16,9,7,15,2,2,10,1,6,15,14,18,14,4
8,41.78,-72.689,1,10,14,2,18,18,0,8,9,10,17,17,15,0,6,4
8,41.78,-72.689,1,10,14,2,18,14,2,8,9,1,6,15,0,0,6,4
8,41.78,-72.689,1,10,14,2,18,14,9,3,2,19,19,16,4,10,10,4
8,41.78,-72.689,1,10,14,2,4,2,2,2,10,13,13,7,9,18,14,4
15,41.655,-72.721,1,3,19,18,1,6,2,8,9,10,13,10,4,10,10,14
15,41.655,-72.721,1,10,14,16,1,6,2,8,6,10,17,1,0,0,6,14
15,41.655,-72.721,1,3,19,18,18,14,17,12,14,17,0,2,13,1,11,14
15,41.655,-72.721,1,3,14,18,18,18,17,12,14,17,0,10,8,3,1,14
15,41.655,-72.721,1,3,19,18,1,6,2,8,9,10,17,1,15,3,6,14
15,41.655,-72.721,1,3,19,18,18,18,5,18,19,4,10,2,13,1,11,14
20,41.599,-72.852,14,14,1,17,6,18,5,3,19,4,10,2,13,3,1,18
20,41.599,-72.852,14,3,1,18,18,6,0,12,14,17,0,4,15,11,18,18
20,41.599,-72.852,14,14,1,17,6,18,19,6,19,4,0,2,13,1,1,18
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,8,2,5,3,9,2,0
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,16,16,18,14,17,14,0
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,16,16,5,3,9,2,0
18,41.929,-71.886,13,9,10,11,14,11,3,16,3,16,16,5,3,9,14,0
2,41.622,-72.974,14,14,1,17,8,1,5,18,11,4,10,2,13,1,11,7
10,41.622,-72.974,14,14,1,17,6,1,19,6,19,4,10,2,13,1,0,7
10,41.622,-72.974,14,14,1,4,8,1,19,6,19,4,10,2,4,1,1,7
2,41.622,-72.974,14,14,11,17,18,6,0,8,9,10,17,1,0,0,1,7
10,41.622,-72.974,14,3,1,17,18,6,17,12,14,17,0,10,8,3,18,7
10,41.622,-72.974,14,14,1,17,18,18,0,12,14,17,0,10,8,3,1,7
19,41.94,-72.237,18,13,17,6,14,7,13,16,3,16,16,5,3,9,2,8
19,41.94,-72.237,18,13,17,6,14,11,3,16,3,16,16,5,3,9,2,8
19,41.94,-72.237,18,13,17,6,7,7,13,2,10,16,7,18,14,18,14,8
2,41.834,-72.933,7,7,14,2,18,14,9,3,2,17,19,16,4,3,1,5
2,41.834,-72.933,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
2,41.834,-72.933,7,7,7,2,18,6,17,12,14,17,0,10,8,3,1,5
1,41.894,-72.996,7,7,7,2,17,14,9,3,2,19,19,16,4,10,10,5
1,41.894,-72.996,7,7,7,12,0,9,1,15,12,0,5,13,18,13,0,5
1,41.894,-72.996,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
2,41.782,-72.99,7,14,7,12,17,9,9,3,2,19,10,2,8,1,1,5
2,41.782,-72.99,7,7,7,12,17,9,19,6,19,4,10,2,13,1,11,5
2,41.782,-72.99,7,14,7,12,18,18,0,12,9,1,17,1,0,0,6,5
1,41.828,-73.016,7,7,7,12,8,9,19,3,2,4,0,10,8,3,1,5
1,41.828,-73.016,7,7,7,12,17,9,9,3,12,19,5,13,18,13,0,5
1,41.828,-73.016,7,7,7,2,18,14,9,3,2,19,19,16,4,10,10,5
1,41.823,-73.077,12,6,7,15,8,12,1,15,12,0,5,13,18,13,0,5
1,41.823,-73.077,12,7,7,12,17,14,17,17,6,15,19,16,4,14,14,5
1,41.823,-73.077,12,6,0,12,17,9,9,3,2,19,19,16,4,10,10,5
1,41.823,-73.077,12,7,7,12,17,9,9,3,2,17,0,10,8,3,1,5
1,41.823,-73.077,12,7,0,12,17,9,19,6,14,17,0,2,13,1,11,5
1,41.823,-73.077,12,6,7,12,17,9,9,3,2,19,5,2,18,13,0,5
2,41.73,-72.835,1,7,7,17,18,14,17,3,2,19,19,16,4,10,1,10
2,41.73,-72.835,1,10,7,2,18,18,5,12,14,10,0,1,0,0,6,10
2,41.73,-72.835,1,7,7,12,17,9,9,3,2,15,19,10,8,3,1,10
2,41.73,-72.835,1,7,7,12,17,9,9,3,2,19,19,16,4,10,10,10
2,41.73,-72.835,1,10,14,2,17,14,17,12,14,15,13,1,0,0,6,10
2,41.73,-72.835,1,10,4,16,1,2,17,17,6,10,13,1,0,0,6,10
19,41.977,-72.383,18,16,16,9,4,2,10,2,10,16,16,18,14,18,14,8
19,41.977,-72.383,18,16,16,9,7,2,10,2,6,13,7,18,14,14,4,8
14,41.977,-72.383,18,16,17,9,7,2,10,2,10,16,16,18,14,18,2,8
1,41.886,-72.966,7,7,7,2,17,9,9,3,14,19,13,1,9,0,6,5
1,41.886,-72.966,7,7,7,12,4,14,17,17,6,15,13,7,8,10,10,5
1,41.886,-72.966,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
19,41.738,-72.35,18,13,17,6,7,15,2,2,0,13,7,15,14,18,17,8
19,41.738,-72.35,18,13,17,6,7,7,13,2,3,16,16,5,3,9,2,8
19,41.738,-72.35,18,0,17,6,7,15,2,2,10,1,6,1,0,0,6,8
2,41.767,-72.962,7,7,7,2,4,14,17,12,14,17,0,16,4,1,1,5
2,41.767,-72.962,7,14,7,12,17,18,9,3,2,19,0,16,4,3,1,5
2,41.767,-72.962,7,10,14,2,18,6,2,8,9,10,17,10,0,0,6,5
18,41.656,-72.523,11,0,4,16,1,6,2,8,14,10,17,1,0,0,17,14
13,41.656,-72.523,11,0,4,6,16,8,6,11,7,14,15,15,11,17,17,14
13,41.656,-72.523,11,0,4,16,1,15,17,8,9,10,17,1,0,0,6,14
18,41.656,-72.523,11,0,4,16,1,6,17,8,14,10,0,10,8,3,1,14
18,41.656,-72.523,11,0,4,16,1,6,17,12,14,17,0,16,8,10,1,14
13,41.656,-72.523,11,0,4,16,1,6,16,9,13,1,6,15,0,0,17,14
10,41.594,-73.051,3,14,1,18,6,4,5,18,11,12,3,14,7,19,5,12
10,41.594,-73.05,3,14,11,4,8,1,19,6,19,0,5,2,18,13,0,12
10,41.594,-73.051,3,2,1,17,8,1,19,18,11,17,10,4,1,8,1,12
10,41.594,-73.051,3,2,11,17,6,18,5,3,14,17,0,2,13,1,11,12
2,41.63,-73.057,3,14,11,17,8,18,5,18,11,12,8,4,1,8,18,12
10,41.63,-73.057,3,14,11,4,8,1,5,18,19,4,0,10,8,3,1,12
10,41.63,-73.057,3,14,1,17,6,18,19,6,19,17,0,10,8,3,1,12
10,41.534,-72.969,14,14,11,4,8,1,19,6,19,4,10,2,13,1,11,7
20,41.534,-72.969,14,14,11,4,8,1,19,18,19,4,10,2,13,1,11,7
10,41.534,-72.969,14,12,1,10,6,19,19,18,18,17,8,4,15,11,18,7
10,41.534,-72.969,14,14,1,17,6,18,5,18,11,17,0,2,13,1,11,7
10,41.534,-72.969,14,3,1,17,6,1,5,18,19,4,10,2,13,1,11,7
10,41.534,-72.969,14,14,1,17,6,19,7,18,1,12,10,4,1,1,8,7
10,41.56,-73.059,3,2,11,4,8,1,19,18,19,4,10,2,13,1,11,12
10,41.56,-73.059,3,14,11,4,8,1,5,18,19,4,10,10,8,3,6,12
10,41.56,-73.059,3,2,11,4,8,1,19,18,19,12,8,4,1,8,8,12
10,41.559,-73.059,3,2,11,4,6,19,7,1,1,9,14,19,5,16,8,12
10,41.559,-73.059,3,14,19,18,18,6,0,12,14,17,17,10,8,3,1,12
10,41.559,-73.059,3,14,1,10,6,18,5,18,11,17,17,1,12,5,17,12
10,41.536,-73.089,3,2,11,4,8,1,19,6,19,4,10,2,13,1,11,12
10,41.536,-73.089,3,14,1,18,6,18,5,4,11,17,8,4,1,11,18,12
10,41.536,-73.089,3,14,1,3,10,4,15,19,11,12,8,14,7,8,5,12
10,41.536,-73.089,3,14,1,17,8,1,19,18,11,12,8,4,1,8,8,12
10,41.536,-73.089,3,3,1,17,6,18,5,12,14,17,0,1,15,11,6,12
10,41.536,-73.089,3,2,11,4,6,19,5,18,19,4,0,10,8,8,8,12
10,41.603,-73.112,3,2,11,4,8,12,19,6,12,0,5,13,18,13,0,12
10,41.603,-73.112,3,2,11,4,8,12,19,6,12,0,5,2,13,13,0,12
10,41.603,-73.112,3,14,1,17,6,18,5,12,14,17,17,17,12,5,9,12
10,41.603,-73.112,3,2,11,4,8,18,5,18,19,4,10,2,13,1,11,12
10,41.603,-73.112,3,2,11,4,8,1,19,6,11,12,8,4,13,1,11,12
10,41.603,-73.112,3,2,11,4,6,1,19,6,19,4,10,2,5,1,11,12
1,41.766,-73.179,12,6,11,17,6,18,5,12,14,17,0,10,8,1,11,5
1,41.766,-73.179,12,6,0,15,17,9,1,3,2,19,5,13,4,13,0,5
1,41.766,-73.179,12,6,0,15,8,1,19,15,19,4,10,2,13,1,11,5
1,41.766,-73.179,12,6,0,15,17,1,5,12,14,17,0,2,13,1,1,5
1,41.766,-73.179,12,6,0,15,0,9,9,3,2,19,19,16,4,10,10,5
1,41.766,-73.179,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,5
1,41.737,-73.097,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,5
1,41.737,-73.097,12,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
1,41.737,-73.097,12,14,7,4,8,1,19,6,19,4,10,10,8,3,1,5
1,41.8,-73.124,12,6,0,12,0,1,19,15,12,19,19,16,13,10,10,5
1,41.8,-73.124,12,7,7,12,8,9,1,15,12,4,10,2,13,1,11,5
1,41.8,-73.124,12,7,7,12,17,9,9,3,14,10,17,1,0,0,6,5
1,41.8,-73.124,12,6,7,12,0,9,1,15,12,19,5,13,4,13,0,5
1,41.8,-73.124,12,6,0,12,17,9,1,15,2,19,19,16,4,10,4,5
1,41.8,-73.124,12,6,0,15,8,12,19,6,19,4,10,2,13,1,11,5
1,42.015,-73.326,12,6,0,15,0,12,1,15,12,19,19,16,4,10,10,15
1,42.015,-73.326,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
1,42.015,-73.326,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
14,41.834,-72.603,10,16,16,2,4,14,17,17,6,15,13,7,9,14,4,4
14,41.834,-72.603,10,0,16,9,4,14,17,17,6,15,13,10,8,10,10,4
14,41.834,-72.603,10,16,16,9,4,14,17,17,6,13,7,18,14,14,14,4
8,41.82,-72.667,1,10,14,16,7,2,10,2,10,13,7,7,9,14,4,4
8,41.82,-72.667,1,10,16,2,4,2,10,17,6,13,7,18,14,18,14,4
8,41.82,-72.667,1,0,14,2,4,14,17,17,14,17,17,10,8,3,1,4
14,41.981,-72.657,10,16,16,2,4,9,9,3,2,15,13,7,4,14,4,9
14,41.981,-72.657,10,16,16,2,4,2,10,17,6,13,7,18,9,18,14,9
14,41.981,-72.657,10,16,16,2,4,14,9,3,2,19,13,7,9,14,6,9
14,41.836,-72.552,11,0,4,16,1,2,2,2,10,13,7,18,14,18,14,4
14,41.836,-72.552,11,16,16,9,4,14,10,17,6,15,13,7,8,3,1,4
14,41.836,-72.552,11,16,16,9,4,2,10,2,10,13,6,15,14,18,14,4
14,41.876,-72.565,10,16,16,2,17,14,10,17,6,15,13,7,9,0,14,9
14,41.876,-72.565,10,16,16,9,4,2,10,17,6,13,13,7,9,14,4,9
14,41.876,-72.565,10,16,16,9,4,2,2,2,6,1,7,18,14,18,14,9
13,41.623,-72.679,1,3,14,2,18,18,0,12,14,17,0,10,8,3,1,14
13,41.623,-72.679,1,3,19,18,1,6,0,8,9,1,6,1,0,0,6,14
13,41.623,-72.679,1,3,14,17,18,6,0,12,14,17,17,10,0,3,6,14
13,41.557,-72.743,19,3,19,3,10,4,7,18,11,12,8,4,13,8,18,14
16,41.557,-72.743,19,3,1,18,18,18,0,12,14,17,0,10,8,3,1,14
16,41.557,-72.743,19,3,19,18,18,18,5,12,14,17,0,2,13,1,11,14
13,41.546,-72.715,19,3,19,16,1,6,0,8,9,10,17,10,8,11,1,14
13,41.546,-72.715,19,3,1,17,6,18,5,6,19,17,0,10,13,1,11,14
13,41.546,-72.715,19,3,1,18,1,15,2,8,9,10,17,1,0,0,6,14
13,41.695,-72.709,1,10,14,2,18,18,5,3,2,17,0,1,0,0,17,4
15,41.695,-72.709,1,10,4,16,1,6,2,8,9,10,17,1,15,0,6,4
8,41.695,-72.709,1,10,14,2,18,14,17,17,14,17,0,10,8,3,1,4
13,41.695,-72.709,1,10,19,18,18,18,17,8,9,10,6,1,0,0,6,4
15,41.695,-72.709,1,10,14,16,1,6,17,12,14,17,0,10,8,3,1,4
8,41.695,-72.709,1,10,14,2,18,6,17,17,6,13,13,1,9,14,4,4
13,41.742,-72.634,1,0,4,9,4,14,10,17,6,15,13,7,9,14,4,4
13,41.742,-72.634,1,10,14,16,3,15,2,8,9,10,17,10,8,3,6,4
13,41.742,-72.634,1,10,14,2,4,14,10,17,10,13,7,18,14,18,14,4
13,41.742,-72.634,1,0,4,16,1,15,2,8,9,10,17,1,15,11,18,4
8,41.752,-72.66,1,10,14,2,17,9,9,3,2,19,5,2,13,1,11,4
8,41.752,-72.66,1,10,14,2,4,14,9,3,2,19,19,16,8,3,1,4
8,41.82,-72.696,1,10,14,2,17,14,17,3,2,19,19,16,8,3,1,4
8,41.82,-72.696,1,10,14,2,17,9,9,3,2,19,13,7,9,14,4,4
8,41.82,-72.696,1,10,14,2,18,14,9,3,2,19,19,16,4,1,11,4
2,41.806,-72.842,7,7,7,12,17,18,5,3,2,19,10,13,18,1,11,10
2,41.806,-72.842,7,7,14,2,1,2,2,2,10,1,6,18,14,18,14,10
2,41.806,-72.842,7,7,16,2,4,14,10,17,6,13,7,7,0,0,6,10
2,41.806,-72.842,7,7,16,2,4,14,17,17,2,19,19,16,4,10,10,10
14,41.989,-72.592,10,16,16,9,4,2,10,2,6,13,13,18,14,14,4,9
14,41.989,-72.592,10,16,16,9,7,2,10,2,10,13,7,18,9,14,4,9
14,41.989,-72.592,10,16,16,9,7,2,10,2,6,13,13,7,9,14,4,9
14,41.989,-72.592,10,16,16,9,4,14,9,17,10,13,7,7,14,14,4,9
14,41.989,-72.592,10,16,16,9,4,2,10,17,6,15,13,16,4,10,10,9
14,41.989,-72.592,10,16,17,9,7,2,13,2,10,13,7,18,9,14,4,9
2,41.867,-72.816,7,7,7,12,17,14,10,17,6,15,13,1,9,14,14,10
2,41.867,-72.816,7,7,14,2,17,9,17,17,10,13,7,7,9,14,4,10
2,41.867,-72.816,7,7,14,2,4,2,2,8,10,13,7,1,0,17,14,10
2,41.867,-72.816,7,10,14,2,17,14,9,17,6,15,19,16,4,10,10,10
2,41.867,-72.816,7,10,14,2,17,9,9,3,2,19,19,16,4,10,10,10
2,41.867,-72.816,7,16,4,16,1,15,2,8,9,10,17,1,0,0,6,10
15,41.689,-72.769,1,7,1,17,6,18,19,3,19,4,19,16,13,1,0,18
15,41.689,-72.769,1,10,14,2,18,18,17,12,14,15,0,16,8,0,6,18
15,41.689,-72.769,1,10,14,17,18,18,5,3,19,19,19,2,13,1,11,18
15,41.689,-72.768,1,10,14,2,1,6,2,8,9,10,17,1,0,0,6,18
15,41.689,-72.768,1,10,1,17,17,9,17,17,14,15,19,7,0,14,6,18
15,41.689,-72.768,1,3,1,17,17,9,5,12,9,10,17,1,0,0,6,18
19,41.785,-72.136,18,13,17,11,14,11,3,16,3,16,16,5,3,9,2,0
19,41.785,-72.136,18,13,17,6,7,7,13,2,10,13,7,18,14,18,14,0
19,41.785,-72.136,18,9,10,11,14,7,13,0,0,16,16,5,11,9,2,0
8,41.797,-72.797,1,7,7,12,17,14,17,2,10,13,7,18,14,18,14,10
8,41.797,-72.797,1,10,14,2,4,14,17,17,6,15,13,16,4,10,10,10
2,41.797,-72.797,1,7,7,12,17,9,9,17,2,19,19,16,4,10,10,10
5,41.791,-73.426,16,17,8,15,0,17,8,13,8,5,12,9,10,6,11,15
5,41.791,-73.426,16,17,8,15,0,12,19,6,2,4,10,2,13,1,11,15
1,41.791,-73.426,16,17,0,15,0,12,19,6,12,0,5,13,18,13,0,15
8,41.8,-72.694,1,16,16,9,4,14,10,17,6,13,13,7,9,14,4,4
8,41.8,-72.694,1,16,16,9,4,14,17,17,6,15,13,7,4,10,10,4
8,41.8,-72.694,1,10,14,2,4,14,10,17,9,15,13,1,0,18,14,4
8,41.8,-72.694,1,10,14,2,4,14,10,17,6,15,13,16,4,14,10,4
8,41.8,-72.694,1,10,14,2,1,6,2,8,9,1,6,15,3,9,2,4
8,41.8,-72.694,1,10,16,2,4,2,10,17,6,15,7,7,0,0,14,4
10,41.566,-73.038,3,14,11,17,18,18,5,12,14,17,0,10,8,3,1,7
10,41.566,-73.038,3,14,11,4,6,18,5,3,2,19,10,10,8,3,10,7
10,41.566,-73.038,3,14,1,17,6,18,5,18,19,4,10,2,13,1,11,7
15,41.668,-72.755,1,3,14,2,18,14,9,3,2,15,19,16,4,10,1,18
15,41.668,-72.755,1,10,7,2,17,9,5,3,2,17,0,10,4,3,10,18
15,41.668,-72.755,1,0,19,18,1,6,17,8,9,17,17,1,15,11,18,18
15,41.668,-72.755,1,0,14,2,18,14,17,8,9,1,6,15,11,17,17,18
15,41.668,-72.755,1,10,4,16,1,6,17,12,9,10,6,1,0,0,17,18
15,41.668,-72.755,1,14,1,17,6,18,5,3,19,17,0,16,4,10,11,18
10,41.57,-73.095,3,2,11,4,8,18,5,12,11,4,10,2,13,1,11,12
10,41.57,-73.095,3,14,1,18,6,18,5,18,11,4,10,2,13,1,11,12
10,41.57,-73.095,3,14,1,17,6,18,5,12,14,17,0,10,8,3,1,12
2,41.977,-72.888,7,7,7,12,0,9,9,17,6,15,13,7,9,14,4,5
2,41.977,-72.888,7,7,7,12,17,9,1,15,12,19,19,13,4,10,10,5
2,41.977,-72.888,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,5
10,41.568,-73.18,3,2,11,4,6,19,5,18,11,17,17,10,8,3,1,12
10,41.568,-73.18,3,2,11,4,8,12,1,15,8,4,10,2,13,1,11,12
10,41.568,-73.18,3,2,11,4,6,1,19,6,19,4,10,2,13,16,11,12
2,41.966,-72.855,7,7,7,12,17,9,9,3,2,19,19,16,4,10,10,10
2,41.966,-72.855,7,16,14,2,4,14,17,17,6,15,13,16,4,10,10,10
2,41.966,-72.855,7,7,16,9,4,14,10,17,2,15,13,7,9,14,4,10
10,41.557,-73.257,3,2,8,4,8,1,19,6,19,4,12,2,13,6,3,12
10,41.557,-73.257,3,2,13,10,15,19,7,4,18,18,3,6,7,19,9,12
10,41.557,-73.257,3,2,11,4,6,18,5,12,14,17,0,10,8,3,1,12
10,41.667,-73.17,3,2,0,15,0,1,19,6,19,4,10,2,13,1,11,12
10,41.667,-73.17,3,14,11,4,6,18,5,6,19,4,10,2,13,1,1,12
10,41.667,-73.17,3,14,1,17,8,1,19,6,19,4,10,2,13,1,11,12
2,41.788,-72.918,7,7,14,2,18,14,17,12,9,10,13,1,9,14,6,10
2,41.788,-72.918,7,7,7,2,4,14,17,3,14,17,0,10,8,3,1,10
2,41.788,-72.918,7,7,14,2,17,18,17,12,14,17,0,10,8,3,4,10
14,41.998,-72.584,10,16,16,9,7,2,10,2,6,13,7,7,0,14,4,9
14,41.998,-72.584,10,16,16,9,4,2,10,2,6,13,7,18,14,18,14,9
1,41.823,-73.055,7,6,0,15,0,9,9,15,12,0,5,13,18,10,10,5
1,41.823,-73.055,7,6,7,12,17,9,9,3,2,19,19,16,4,10,10,5
1,41.823,-73.055,7,6,0,12,17,9,9,3,2,19,19,16,4,10,10,5
1,41.757,-73.053,7,7,7,12,17,9,9,3,2,19,19,2,8,3,1,5
1,41.757,-73.053,7,7,7,12,17,9,9,3,12,19,19,10,8,10,10,5
1,41.757,-73.053,7,14,1,17,8,1,19,3,14,17,0,10,13,1,11,5
1,41.909,-73.366,12,6,0,15,0,9,9,15,2,19,19,7,9,14,4,15
1,41.909,-73.366,12,6,0,15,0,12,1,15,12,0,5,13,18,13,0,15
1,41.909,-73.366,12,6,0,15,0,9,1,3,2,15,19,16,4,10,10,15
